Member_number,Date,itemDescription,Cost,Date_Numeric_value
4191,03-Nov-15,tropical fruit,4,42311
3102,04-Dec-15,meat,20,42342
1946,25-Jan-15,cream cheese ,18,42029
2156,15-May-15,newspapers,2,42139
1444,16-Dec-15,rolls/buns,1,42354
1699,14-May-15,citrus fruit,3,42138
4954,04-May-15,whole milk,2,42128
2207,08-Apr-15,frankfurter,2,42102
4826,28-Jan-15,ham,10,42032
2374,08-Jun-15,frankfurter,2,42163
1604,18-Aug-15,sausage,1.49,42234
4437,29-Nov-15,domestic eggs,4,42337
2319,10-May-15,whole milk,2,42134
3018,27-Jun-15,rolls/buns,1,42182
1195,28-Sep-15,whole milk,2,42275
1768,04-Sep-15,sausage,1.49,42251
3017,28-Sep-15,curd,3,42275
3384,29-Nov-15,bottled water,2,42337
1918,30-Jan-15,beef,7,42034
2524,17-Oct-15,frankfurter,2,42294
2798,17-Jun-15,chicken,6,42172
2096,25-Jan-15,sausage,1.49,42029
1489,13-Mar-15,pork,8,42076
1431,20-Jul-15,yogurt,1.65,42205
2747,05-Jul-15,whole milk,2,42190
3054,22-Mar-15,frankfurter,2,42085
2691,09-Oct-15,beef,7,42286
1752,19-Apr-15,pip fruit,3,42113
3027,15-Sep-15,sausage,1.49,42262
4452,17-Jun-15,pastry,5,42172
4129,13-Aug-15,chicken,6,42229
3523,09-Nov-15,root vegetables,7,42317
2128,11-Feb-15,whole milk,2,42046
4867,03-Feb-15,detergent,10,42038
4762,30-Oct-15,rolls/buns,1,42307
1632,29-May-15,house keeping products,10,42153
4018,17-Nov-15,yogurt,1.65,42325
1722,13-Jul-15,tropical fruit,4,42198
1438,19-Oct-15,tropical fruit,4,42296
3958,27-Oct-15,curd,3,42304
3292,13-Sep-15,beef,7,42260
2861,23-Feb-15,whole milk,2,42058
1757,24-Feb-15,pork,8,42059
1509,30-Dec-15,other vegetables,5,42368
2364,11-May-15,rolls/buns,1,42135
3084,26-Oct-15,frankfurter,2,42303
1850,17-Feb-15,yogurt,1.65,42052
1949,17-Mar-15,whole milk,2,42080
4740,02-Oct-15,bottled water,2,42279
1072,23-Oct-15,frankfurter,2,42300
4196,09-Jul-15,rolls/buns,1,42194
4814,13-Sep-15,whole milk,2,42260
1514,28-Feb-15,rolls/buns,1,42063
4584,25-Oct-15,chicken,6,42302
2751,03-Feb-15,tropical fruit,4,42038
4155,24-Sep-15,sausage,1.49,42271
4670,11-Oct-15,sausage,1.49,42288
4566,27-Jul-15,frankfurter,2,42212
2371,30-Aug-15,UHT-milk,8,42246
3442,14-Nov-15,rolls/buns,1,42322
3090,27-Sep-15,canned beer,3.5,42274
1457,09-Jan-15,yogurt,1.65,42013
4952,08-Apr-15,whipped/sour cream,7,42102
3165,11-Jan-15,rolls/buns,1,42015
2608,19-Sep-15,rolls/buns,1,42266
2040,07-Oct-15,beverages,35,42284
1327,09-Aug-15,rolls/buns,1,42225
3363,07-Jan-15,rolls/buns,1,42011
1731,09-Sep-15,bottled beer,30,42256
2760,02-Aug-15,citrus fruit,3,42218
3120,14-Jan-15,bottled water,2,42018
1332,30-Apr-15,pastry,5,42124
4530,12-Sep-15,domestic eggs,4,42259
3145,23-Feb-15,beef,7,42058
1099,13-Aug-15,spread cheese,8,42229
3188,06-Dec-15,tropical fruit,4,42344
3748,13-Oct-15,packaged fruit/vegetables,5,42290
4655,31-Mar-15,whole milk,2,42094
1827,01-May-15,meat,20,42125
2485,17-Feb-15,onions,3,42052
4683,15-Jan-15,frankfurter,2,42019
4358,06-Nov-15,beef,7,42314
1931,09-Oct-15,beef,7,42286
2490,18-Dec-15,sausage,1.49,42356
4842,08-Dec-15,chicken,6,42346
4616,01-Jan-15,canned beer,3.5,42005
2810,22-Sep-15,sausage,1.49,42269
2785,18-Oct-15,tropical fruit,4,42295
3591,20-Jul-15,frankfurter,2,42205
3896,10-Sep-15,sausage,1.49,42257
3842,01-Jul-15,beef,7,42186
2648,10-Jul-15,tropical fruit,4,42195
4688,02-Oct-15,yogurt,1.65,42279
3511,26-Aug-15,frankfurter,2,42242
3084,04-Sep-15,bottled beer,30,42251
3810,07-May-15,grapes,7,42131
4348,26-Feb-15,beverages,35,42061
3584,10-Mar-15,curd,3,42073
2620,11-Jun-15,ice cream,15,42166
2716,18-Jan-15,sausage,1.49,42022
3797,10-Aug-15,other vegetables,5,42226
2976,02-Jun-15,dessert,10,42157
2762,07-Nov-15,decalcifier,7,42315
3752,25-Apr-15,canned beer,3.5,42119
1659,30-Nov-15,coffee,15,42338
4109,08-Feb-15,berries,6.5,42043
1542,07-Aug-15,pork,8,42223
2068,07-Jun-15,frankfurter,2,42162
4509,14-Jun-15,pork,8,42169
4646,14-Jun-15,frankfurter,2,42169
2122,07-Apr-15,frozen dessert,7,42101
2730,15-Jun-15,chicken,6,42170
1800,31-Jul-15,vinegar,6,42216
1456,18-Sep-15,rolls/buns,1,42265
1138,02-Sep-15,whole milk,2,42249
4104,12-Jun-15,pork,8,42167
4985,28-Feb-15,rolls/buns,1,42063
3181,13-Dec-15,grapes,7,42351
3178,21-Oct-15,frankfurter,2,42298
1688,10-Nov-15,finished products,30,42318
1488,28-Nov-15,onions,3,42336
4975,08-May-15,tropical fruit,4,42132
4697,09-Jan-15,other vegetables,5,42013
4742,11-Jan-15,ham,10,42015
2640,22-Apr-15,other vegetables,5,42116
2548,25-Dec-15,curd,3,42363
2825,29-Dec-15,sausage,1.49,42367
2592,04-Jul-15,canned beer,3.5,42189
3622,28-Dec-15,ham,10,42366
4852,21-Aug-15,packaged fruit/vegetables,5,42237
1839,03-Sep-15,meat,20,42250
2413,04-Apr-15,whole milk,2,42098
2982,14-Jun-15,canned beer,3.5,42169
1981,31-Oct-15,chicken,6,42308
4440,21-Sep-15,rolls/buns,1,42268
3497,24-Nov-15,pet care,20,42332
3668,18-Dec-15,root vegetables,7,42356
4460,28-May-15,pastry,5,42152
1335,16-Jan-15,frankfurter,2,42020
4303,07-Dec-15,chicken,6,42345
3508,28-Feb-15,frozen dessert,7,42063
1959,23-Mar-14,rolls/buns,1,41721
3856,06-Mar-15,sausage,1.49,42069
3141,29-Jul-15,root vegetables,7,42214
4640,25-Sep-15,root vegetables,7,42272
4851,25-May-15,bottled beer,30,42149
3306,22-Sep-15,frankfurter,2,42269
2193,08-Apr-15,root vegetables,7,42102
1156,13-Sep-15,berries,6.5,42260
4596,08-Apr-15,hamburger meat,5,42102
1245,08-Oct-15,tropical fruit,4,42285
1515,05-Jul-15,frankfurter,2,42190
2564,14-Jul-15,frankfurter,2,42199
4527,18-Oct-15,soda,6,42295
2487,09-Jul-15,ice cream,15,42194
3420,27-Feb-15,beef,7,42062
4442,28-Nov-15,whole milk,2,42336
3164,30-Apr-15,pork,8,42124
3601,01-Apr-15,whole milk,2,42095
3176,25-May-15,bottled beer,30,42149
2568,22-Jul-15,pork,8,42207
1856,26-Oct-15,root vegetables,7,42303
3859,30-Sep-15,canned beer,3.5,42277
1668,21-Aug-15,citrus fruit,3,42237
4499,23-Aug-15,pip fruit,3,42239
1753,21-Aug-15,root vegetables,7,42237
3829,25-Jun-15,tropical fruit,4,42180
4825,08-Jan-15,beef,7,42012
3694,10-Nov-15,chicken,6,42318
4147,02-Jan-15,citrus fruit,3,42006
2196,09-Oct-15,meat,20,42286
2229,22-May-15,cream cheese ,18,42146
4724,03-Sep-15,citrus fruit,3,42250
3066,11-Oct-15,specialty bar,3,42288
1120,08-Jun-15,meat,20,42163
4769,22-Aug-15,citrus fruit,3,42238
4711,17-Sep-15,frankfurter,2,42264
2391,22-Jun-15,citrus fruit,3,42177
1216,04-Mar-15,turkey,13,42067
3154,14-May-15,citrus fruit,3,42138
3911,30-Jul-15,sausage,1.49,42215
3111,15-Oct-15,newspapers,2,42292
1385,26-Nov-15,whole milk,2,42334
1158,21-Mar-15,yogurt,1.65,42084
2733,22-Jul-15,yogurt,1.65,42207
4999,26-Dec-15,bottled water,2,42364
2882,12-Jun-15,berries,6.5,42167
2590,25-Jun-15,packaged fruit/vegetables,5,42180
4249,04-Aug-15,frankfurter,2,42220
3012,03-May-15,nuts/prunes,20,42127
1533,07-Nov-15,citrus fruit,3,42315
1667,12-Jan-15,beef,7,42016
4323,13-May-15,whole milk,2,42137
2087,22-Feb-15,other vegetables,5,42057
1853,31-May-15,beef,7,42155
2157,29-Oct-15,fish,13,42306
1136,29-Oct-15,other vegetables,5,42306
2049,07-Oct-15,tropical fruit,4,42284
3122,02-May-15,coffee,15,42126
2245,15-May-15,sausage,1.49,42139
4746,18-Oct-15,meat,20,42295
4224,24-Feb-15,chicken,6,42059
4219,19-Mar-15,berries,6.5,42082
2641,01-Jan-15,frozen meals,5,42005
3173,25-Jul-15,whipped/sour cream,7,42210
2191,19-Oct-15,beef,7,42296
4212,07-Apr-15,chicken,6,42101
1902,01-Dec-15,chicken,6,42339
1347,27-Mar-15,beef,7,42090
1578,23-Jun-15,packaged fruit/vegetables,5,42178
1264,23-Nov-15,sugar,15,42331
4632,30-Sep-15,frankfurter,2,42277
3452,01-Nov-15,berries,6.5,42309
4822,10-Feb-15,bottled water,2,42045
3987,18-Jun-15,sausage,1.49,42173
1672,07-Oct-15,whole milk,2,42284
4864,01-Dec-15,ice cream,15,42339
3368,09-Mar-15,frankfurter,2,42072
1283,22-Sep-15,root vegetables,7,42269
4428,28-Jun-15,sausage,1.49,42183
2577,25-Oct-15,sausage,1.49,42302
1973,24-Oct-15,beef,7,42301
3284,23-Jan-15,fruit/vegetable juice,10,42027
1905,19-May-15,sugar,15,42143
2226,09-Mar-15,berries,6.5,42072
1932,04-Sep-15,yogurt,1.65,42251
4506,11-Aug-15,pork,8,42227
1843,27-Nov-15,bottled beer,30,42335
3973,27-Jul-15,curd,3,42212
1651,28-Jul-15,beef,7,42213
3997,12-Oct-15,pork,8,42289
4796,25-Aug-15,white bread,0.4,42241
1245,24-Sep-15,grapes,7,42271
3579,17-Aug-15,potato products,2,42233
4387,10-Feb-15,root vegetables,7,42045
2496,29-Jun-15,chicken,6,42184
3590,28-Mar-15,chicken,6,42091
2890,26-Apr-15,fish,13,42120
1401,27-Jan-15,canned beer,3.5,42031
3297,21-May-15,other vegetables,5,42145
2867,23-Dec-15,chicken,6,42361
1365,20-May-15,other vegetables,5,42144
2355,24-Jul-15,tropical fruit,4,42209
1170,19-Mar-15,whole milk,2,42082
3554,21-Mar-15,beef,7,42084
4171,26-Jan-15,sausage,1.49,42030
3963,17-Sep-15,whole milk,2,42264
3076,08-Dec-15,rolls/buns,1,42346
1629,17-May-15,citrus fruit,3,42141
1366,30-May-15,whole milk,2,42154
3677,29-Jul-15,pastry,5,42214
2844,21-May-15,tropical fruit,4,42145
4509,28-Sep-15,sliced cheese,4,42275
3245,11-May-15,soda,6,42135
2294,22-Jun-15,ham,10,42177
1234,20-Nov-15,salty snack,5,42328
3001,24-Dec-15,whole milk,2,42362
3587,05-Aug-15,root vegetables,7,42221
2700,22-Jan-15,soda,6,42026
3838,14-Dec-15,curd,3,42352
4045,22-Dec-15,bottled water,2,42360
1858,25-Apr-15,packaged fruit/vegetables,5,42119
2280,11-Jan-15,tropical fruit,4,42015
2454,06-Apr-15,ham,10,42100
4437,09-Oct-15,pork,8,42286
1685,30-Mar-15,beverages,35,42093
2349,26-Feb-15,sausage,1.49,42061
1463,24-Dec-15,sausage,1.49,42362
3470,19-Feb-15,root vegetables,7,42054
4914,29-Nov-15,whole milk,2,42337
2448,31-Aug-15,frankfurter,2,42247
3387,10-May-15,soda,6,42134
3167,04-Nov-15,soda,6,42312
3175,17-Mar-15,frankfurter,2,42080
2678,21-Sep-15,berries,6.5,42268
4627,18-Dec-15,canned beer,3.5,42356
1773,17-Oct-15,frankfurter,2,42294
3100,23-May-15,frankfurter,2,42147
3232,29-May-15,berries,6.5,42153
3673,12-Aug-15,frankfurter,2,42228
4068,19-Nov-15,newspapers,2,42327
2340,07-Oct-15,frozen fish,15,42284
1930,01-Mar-15,tropical fruit,4,42064
3526,02-Jun-15,beef,7,42157
1617,10-Feb-15,rolls/buns,1,42045
1028,11-Jul-15,specialty chocolate,20,42196
4440,01-Dec-15,sparkling wine,25,42339
3554,23-Jul-15,citrus fruit,3,42208
1632,15-Dec-15,onions,3,42353
1429,07-Feb-15,whole milk,2,42042
1225,20-May-15,photo/film,30,42144
2509,15-Jul-15,hamburger meat,5,42200
4945,02-Aug-15,other vegetables,5,42218
4342,18-Mar-15,whole milk,2,42081
1832,28-Sep-15,pork,8,42275
1518,21-Jun-15,tropical fruit,4,42176
1512,20-Sep-15,chicken,6,42267
4818,20-Mar-15,other vegetables,5,42083
4686,19-Aug-15,sausage,1.49,42235
4986,01-Feb-15,whole milk,2,42036
2755,06-Feb-15,rolls/buns,1,42041
4532,29-Nov-15,hygiene articles,4,42337
2070,16-Aug-15,ice cream,15,42232
1894,09-May-15,curd,3,42133
3473,25-Jan-15,whole milk,2,42029
2140,28-Sep-15,onions,3,42275
3286,23-Dec-15,finished products,30,42361
4729,08-Apr-15,salt,2,42102
3204,20-Feb-15,tropical fruit,4,42055
1574,18-Apr-15,other vegetables,5,42112
3361,22-Jul-15,chocolate,5,42207
1776,25-Feb-15,ice cream,15,42060
2009,11-Oct-15,tropical fruit,4,42288
3479,24-Mar-15,frankfurter,2,42087
2394,22-Nov-15,butter,1.5,42330
1337,25-Dec-15,other vegetables,5,42363
3574,13-Jun-15,tropical fruit,4,42168
1727,18-Jul-15,citrus fruit,3,42203
1016,05-Oct-15,UHT-milk,8,42282
4326,21-Jan-15,beef,7,42025
2212,22-Sep-15,curd,3,42269
1990,01-Aug-15,citrus fruit,3,42217
3836,06-Dec-15,yogurt,1.65,42344
4560,01-Jul-15,bottled beer,30,42186
1119,04-Feb-15,grapes,7,42039
1379,18-May-15,pork,8,42142
1658,03-Sep-15,sausage,1.49,42250
2948,16-Jun-15,frankfurter,2,42171
1273,04-May-15,artif. sweetener,20,42128
1155,27-Dec-15,frankfurter,2,42365
1672,05-Feb-15,pip fruit,3,42040
3841,02-Apr-15,frankfurter,2,42096
1683,20-Aug-15,whole milk,2,42236
1774,07-Aug-15,domestic eggs,4,42223
4441,17-Jun-15,packaged fruit/vegetables,5,42172
1929,02-May-15,chicken,6,42126
1273,31-Jan-15,pork,8,42035
2920,11-Oct-15,citrus fruit,3,42288
2467,18-Apr-15,light bulbs,6,42112
2678,28-Nov-15,cream cheese ,18,42336
3423,02-Jun-15,sausage,1.49,42157
4223,19-Jul-15,citrus fruit,3,42204
2846,23-Sep-15,other vegetables,5,42270
4103,26-Jul-15,chicken,6,42211
4789,02-May-15,ice cream,15,42126
4916,26-Feb-15,pork,8,42061
2518,03-May-15,pork,8,42127
2622,07-Mar-15,onions,3,42070
4321,29-Jan-15,tropical fruit,4,42033
2050,28-Jun-15,whipped/sour cream,7,42183
2146,20-Jun-15,berries,6.5,42175
3938,26-May-15,berries,6.5,42150
1636,19-Sep-15,rolls/buns,1,42266
4694,29-Jul-15,ice cream,15,42214
2432,07-Jul-15,coffee,15,42192
4937,18-May-15,whole milk,2,42142
1293,01-Mar-15,whole milk,2,42064
2883,17-Feb-15,citrus fruit,3,42052
2267,30-Jan-15,beef,7,42034
3997,09-Jun-15,pork,8,42164
4792,20-Jul-15,turkey,13,42205
2292,25-Mar-15,margarine,5,42088
1018,23-May-15,butter milk,1.65,42147
4922,13-Feb-15,beef,7,42048
3151,25-Sep-15,bottled water,2,42272
2517,04-Jul-15,pip fruit,3,42189
1499,17-May-15,whole milk,2,42141
4993,21-Jan-15,chocolate,5,42025
1606,11-Nov-15,frankfurter,2,42319
2918,10-Aug-15,whole milk,2,42226
1815,13-Jan-15,sausage,1.49,42017
4524,05-Jul-15,grapes,7,42190
1395,11-Jun-15,brown bread,0.8,42166
3456,16-Jun-15,root vegetables,7,42171
1597,05-Feb-15,UHT-milk,8,42040
2315,02-May-15,onions,3,42126
4095,29-Sep-15,beef,7,42276
3680,24-Nov-15,pork,8,42332
2847,23-Nov-15,canned beer,3.5,42331
3426,25-Oct-15,yogurt,1.65,42302
4750,04-Aug-15,yogurt,1.65,42220
1384,09-Aug-15,pip fruit,3,42225
3120,09-Aug-15,meat,20,42225
1081,25-Apr-15,coffee,15,42119
1171,05-May-15,bottled water,2,42129
4932,08-Jul-15,bottled beer,30,42193
4189,11-Sep-15,sausage,1.49,42258
4455,09-Sep-15,shopping bags,0.8,42256
2928,11-Feb-15,pork,8,42046
4817,18-Mar-15,frankfurter,2,42081
4257,28-Jun-15,ice cream,15,42183
4254,20-Jul-15,root vegetables,7,42205
4071,19-Sep-15,sausage,1.49,42266
2109,28-Oct-15,sausage,1.49,42305
1412,05-Jul-15,root vegetables,7,42190
4088,23-Sep-15,canned vegetables,7,42270
4056,20-Oct-15,tropical fruit,4,42297
4441,05-May-15,grapes,7,42129
4363,01-Jul-15,whole milk,2,42186
2107,27-Nov-15,frankfurter,2,42335
2941,23-Feb-15,dessert,10,42058
1497,26-Jul-15,shopping bags,0.8,42211
2211,01-Jan-15,butter,1.5,42005
3510,02-Jan-15,frankfurter,2,42006
4074,27-May-15,pork,8,42151
3190,21-Nov-15,whole milk,2,42329
2297,01-Mar-15,brown bread,0.8,42064
3311,01-Jul-15,frozen fish,15,42186
3085,21-Jan-15,soda,6,42025
3693,16-Nov-15,whole milk,2,42324
4859,07-Jul-15,pork,8,42192
2125,25-Jun-15,whipped/sour cream,7,42180
2261,04-Apr-15,frankfurter,2,42098
3679,27-Nov-15,grapes,7,42335
4165,18-Aug-15,sausage,1.49,42234
3538,01-Mar-15,citrus fruit,3,42064
3913,19-Feb-15,ham,10,42054
2336,14-Apr-15,chewing gum,2,42108
3549,01-Aug-15,beef,7,42217
4434,21-Sep-15,beef,7,42268
2854,08-Feb-15,other vegetables,5,42043
3413,08-Feb-15,frankfurter,2,42043
1780,13-Oct-15,canned fish,6,42290
2899,06-Sep-15,sausage,1.49,42253
2106,13-Aug-15,bottled water,2,42229
3929,30-Jul-15,specialty cheese,5,42215
3857,01-Oct-15,bottled water,2,42278
4459,18-Dec-15,bottled water,2,42356
4551,28-Jul-15,chicken,6,42213
4042,17-Dec-15,frankfurter,2,42355
2599,06-May-15,chicken,6,42130
1045,25-Nov-15,chicken,6,42333
4677,24-Jan-15,butter,1.5,42028
1580,14-Jun-15,citrus fruit,3,42169
3269,07-Oct-15,whipped/sour cream,7,42284
4368,29-Jan-15,frankfurter,2,42033
1111,20-Nov-15,beef,7,42328
4841,13-Sep-15,chicken,6,42260
3047,07-Sep-15,sausage,1.49,42254
4349,14-Mar-15,citrus fruit,3,42077
3580,24-Nov-15,ice cream,15,42332
2370,18-Jul-15,specialty chocolate,20,42203
3094,28-Jun-15,frankfurter,2,42183
1146,12-Sep-15,pork,8,42259
2287,16-Dec-15,UHT-milk,8,42354
3911,23-Aug-15,UHT-milk,8,42239
4891,19-Apr-15,cookware,6,42113
4837,02-Dec-15,citrus fruit,3,42340
4464,21-Oct-15,sausage,1.49,42298
2940,18-Oct-15,frankfurter,2,42295
4972,06-Feb-15,citrus fruit,3,42041
4890,03-Jul-15,ham,10,42188
4295,17-Jul-15,ham,10,42202
2729,24-Sep-15,bottled water,2,42271
1125,19-Nov-15,popcorn,5,42327
1850,11-Jan-15,tropical fruit,4,42015
2928,22-Sep-15,frankfurter,2,42269
3717,30-May-15,hamburger meat,5,42154
3809,24-Mar-15,soda,6,42087
3437,02-Feb-15,sausage,1.49,42037
1481,17-Jan-15,yogurt,1.65,42021
1050,04-May-15,meat,20,42128
2918,16-Mar-15,red/blush wine,10,42079
4499,08-Aug-15,UHT-milk,8,42224
4117,06-Jan-15,brown bread,0.8,42010
1630,22-May-15,semi-finished bread,2,42146
3715,11-May-15,whole milk,2,42135
3512,17-Nov-15,cat food,8,42325
1197,27-Apr-15,citrus fruit,3,42121
3958,04-Mar-15,citrus fruit,3,42067
4890,14-Sep-15,meat,20,42261
3112,19-May-15,rolls/buns,1,42143
4502,22-Nov-15,root vegetables,7,42330
4719,01-Jun-15,tropical fruit,4,42156
1516,28-Jan-15,brown bread,0.8,42032
4281,18-Oct-15,shopping bags,0.8,42295
1566,30-Apr-15,grapes,7,42124
4641,29-Nov-15,ham,10,42337
2561,26-Feb-15,root vegetables,7,42061
2344,17-Dec-15,ice cream,15,42355
2643,21-Apr-15,tropical fruit,4,42115
3236,09-Apr-15,finished products,30,42103
4863,30-Dec-15,dessert,10,42368
2264,12-Jan-15,sparkling wine,25,42016
3168,20-Mar-15,other vegetables,5,42083
1282,18-Nov-15,misc. beverages,20,42326
2832,02-Nov-15,other vegetables,5,42310
3067,27-Nov-15,misc. beverages,20,42335
1847,17-Apr-15,dessert,10,42111
3525,14-Feb-15,frankfurter,2,42049
1231,14-Oct-15,sausage,1.49,42291
3471,28-Mar-15,meat,20,42091
2421,22-Nov-15,sausage,1.49,42330
4092,14-Jun-15,onions,3,42169
1577,16-Mar-15,beef,7,42079
3463,13-Jun-15,pip fruit,3,42168
3518,01-Aug-15,ham,10,42217
4325,14-Oct-15,yogurt,1.65,42291
4947,18-Nov-15,citrus fruit,3,42326
2194,11-Jan-15,other vegetables,5,42015
2868,20-Mar-15,pork,8,42083
3211,30-Sep-15,bathroom cleaner,6,42277
4537,01-Jan-15,ham,10,42005
2243,15-Sep-15,grapes,7,42262
2399,21-Jan-15,pastry,5,42025
4133,22-Jan-15,citrus fruit,3,42026
2937,17-Jun-15,photo/film,30,42172
1029,14-Mar-15,dessert,10,42077
4384,22-Sep-15,citrus fruit,3,42269
3756,22-Jul-15,soda,6,42207
1646,19-Jun-15,chewing gum,2,42174
3066,30-Nov-15,root vegetables,7,42338
1259,27-Nov-15,pork,8,42335
2245,28-Jan-15,turkey,13,42032
3289,01-Mar-15,tropical fruit,4,42064
3742,22-Aug-15,sausage,1.49,42238
4537,09-Apr-15,sausage,1.49,42103
4531,29-Sep-15,pork,8,42276
3764,05-Oct-15,sausage,1.49,42282
1581,13-Aug-15,grapes,7,42229
2859,11-Feb-15,grapes,7,42046
2175,06-Mar-15,other vegetables,5,42069
1301,03-Nov-15,pot plants,2,42311
3465,01-Nov-15,bottled water,2,42309
2203,27-Jun-15,prosecco,8,42182
2113,16-Aug-15,UHT-milk,8,42232
3072,26-Jan-15,bottled water,2,42030
2805,17-Aug-15,rolls/buns,1,42233
2511,14-Jul-15,specialty chocolate,20,42199
2120,26-Jan-15,beef,7,42030
2346,24-Apr-15,tropical fruit,4,42118
2071,14-Oct-15,beef,7,42291
2610,26-Feb-15,rolls/buns,1,42061
3489,18-Nov-15,berries,6.5,42326
3458,13-Aug-15,sausage,1.49,42229
4869,06-Feb-15,chicken,6,42041
2580,11-Apr-15,sausage,1.49,42105
3305,24-Jun-15,shopping bags,0.8,42179
3811,24-Jun-15,canned beer,3.5,42179
1782,16-Aug-15,soda,6,42232
3050,07-Apr-15,yogurt,1.65,42101
4924,14-Sep-15,rolls/buns,1,42261
1480,21-Nov-15,rolls/buns,1,42329
3508,15-Aug-15,whole milk,2,42231
2545,18-Nov-15,citrus fruit,3,42326
3638,06-Jun-15,citrus fruit,3,42161
3971,30-Dec-15,brown bread,0.8,42368
4536,06-Apr-15,tropical fruit,4,42100
2707,12-Jun-15,frankfurter,2,42167
1382,29-Sep-15,coffee,15,42276
4648,14-Sep-15,ham,10,42261
2699,18-Apr-15,other vegetables,5,42112
3119,05-Feb-15,sausage,1.49,42040
4695,09-Sep-15,pork,8,42256
4778,24-Aug-15,citrus fruit,3,42240
3451,26-Apr-15,tropical fruit,4,42120
2221,16-Dec-15,other vegetables,5,42354
4217,23-Nov-15,pork,8,42331
1334,07-Jun-15,chicken,6,42162
2499,22-Nov-15,root vegetables,7,42330
3585,21-Jul-15,citrus fruit,3,42206
3161,08-Nov-15,fruit/vegetable juice,10,42316
2434,06-Jun-15,beef,7,42161
4448,06-Jan-15,frankfurter,2,42010
4597,13-Jul-15,frankfurter,2,42198
4584,09-Oct-15,beef,7,42286
1606,10-Mar-15,ham,10,42073
3323,12-Nov-15,shopping bags,0.8,42320
1308,14-Mar-15,pork,8,42077
1331,07-Oct-15,condensed milk,1.5,42284
2386,30-Jan-15,chicken,6,42034
3910,28-Feb-15,sausage,1.49,42063
4274,01-Aug-15,bottled beer,30,42217
3101,21-Jan-15,chicken,6,42025
4416,23-Dec-15,finished products,30,42361
2375,09-Dec-15,pork,8,42347
1819,09-Sep-15,root vegetables,7,42256
3981,02-Oct-15,domestic eggs,4,42279
3553,01-Jun-15,domestic eggs,4,42156
3846,28-Jan-15,bottled water,2,42032
3037,23-Feb-15,cling film/bags,1,42058
3469,09-Feb-15,other vegetables,5,42044
1601,09-Dec-15,whole milk,2,42347
4040,03-Mar-15,sausage,1.49,42066
3926,07-Jun-15,sausage,1.49,42162
4201,14-Oct-15,tropical fruit,4,42291
4274,30-Sep-15,frankfurter,2,42277
2665,13-Apr-15,frozen potato products,2,42107
3153,08-Oct-15,frankfurter,2,42285
2691,07-Sep-15,frankfurter,2,42254
4022,31-Jul-15,chicken,6,42216
3716,10-Nov-15,tropical fruit,4,42318
4537,12-Oct-15,bottled beer,30,42289
4875,11-Jun-15,citrus fruit,3,42166
3822,25-Sep-15,hamburger meat,5,42272
3609,12-Dec-15,chicken,6,42350
4428,23-Aug-15,pork,8,42239
3947,16-Apr-15,rolls/buns,1,42110
2448,17-Aug-15,bottled water,2,42233
2688,11-Apr-15,sausage,1.49,42105
3764,24-Jul-15,frozen potato products,2,42209
4523,24-Aug-15,frankfurter,2,42240
3698,30-Aug-15,sausage,1.49,42246
3898,21-Aug-15,tropical fruit,4,42237
1761,02-Oct-15,bottled beer,30,42279
2689,11-Jan-15,bottled beer,30,42015
1627,11-Apr-15,rolls/buns,1,42105
4629,16-Nov-15,citrus fruit,3,42324
2790,30-Dec-15,yogurt,1.65,42368
4496,23-Jan-15,turkey,13,42027
1934,27-Feb-15,soda,6,42062
2513,12-Feb-15,canned beer,3.5,42047
3298,28-Jan-15,canned beer,3.5,42032
4214,20-Mar-15,sausage,1.49,42083
2480,14-Aug-15,pork,8,42230
4962,29-Mar-15,Instant food products,16,42092
